STATISTIC,Statistic Label,Type of Development,C02074V02506,Functional Category,CountyName,Region,TLIST(Q1),Quarter,UNIT,VALUE
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20091,2009Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20092,2009Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20093,2009Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20094,2009Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20101,2010Q1,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20102,2010Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20103,2010Q3,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20104,2010Q4,000 Sq Metres,13
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20111,2011Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20112,2011Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20113,2011Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20114,2011Q4,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20121,2012Q1,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20122,2012Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20123,2012Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20124,2012Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20131,2013Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20132,2013Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20133,2013Q3,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20134,2013Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20141,2014Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20142,2014Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20143,2014Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20144,2014Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20151,2015Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20152,2015Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20153,2015Q3,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20154,2015Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20161,2016Q1,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20162,2016Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20163,2016Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20164,2016Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20171,2017Q1,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20172,2017Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20173,2017Q3,000 Sq Metres,13
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Louth,MidCorkEast,20174,2017Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20091,2009Q1,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20092,2009Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20093,2009Q3,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20094,2009Q4,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20101,2010Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20102,2010Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20103,2010Q3,000 Sq Metres,21
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20104,2010Q4,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20111,2011Q1,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20112,2011Q2,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20113,2011Q3,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20114,2011Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20121,2012Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20122,2012Q2,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20123,2012Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20124,2012Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20131,2013Q1,000 Sq Metres,28
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20132,2013Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20133,2013Q3,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20134,2013Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20141,2014Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20142,2014Q2,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20143,2014Q3,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20144,2014Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20151,2015Q1,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20152,2015Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20153,2015Q3,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20154,2015Q4,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20161,2016Q1,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20162,2016Q2,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20163,2016Q3,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20164,2016Q4,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20171,2017Q1,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20172,2017Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20173,2017Q3,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Limerick,MidCorkWest,20174,2017Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20091,2009Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20092,2009Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20093,2009Q3,000 Sq Metres,14
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20094,2009Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20101,2010Q1,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20102,2010Q2,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20103,2010Q3,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20104,2010Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20111,2011Q1,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20112,2011Q2,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20113,2011Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20114,2011Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20121,2012Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20122,2012Q2,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20123,2012Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20124,2012Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20131,2013Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20132,2013Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20133,2013Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20134,2013Q4,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20141,2014Q1,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20142,2014Q2,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20143,2014Q3,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20144,2014Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20151,2015Q1,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20152,2015Q2,000 Sq Metres,11
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20153,2015Q3,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20154,2015Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20161,2016Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20162,2016Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20163,2016Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20164,2016Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20171,2017Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20172,2017Q2,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20173,2017Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Waterford,SouthCorkEast,20174,2017Q4,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20091,2009Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20092,2009Q2,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20093,2009Q3,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20094,2009Q4,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20101,2010Q1,000 Sq Metres,1
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20102,2010Q2,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20103,2010Q3,000 Sq Metres,16
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20104,2010Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20111,2011Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20112,2011Q2,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20113,2011Q3,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20114,2011Q4,000 Sq Metres,2
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20121,2012Q1,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20122,2012Q2,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20123,2012Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20124,2012Q4,000 Sq Metres,12
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20131,2013Q1,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20132,2013Q2,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20133,2013Q3,000 Sq Metres,19
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20134,2013Q4,000 Sq Metres,11
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20141,2014Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20142,2014Q2,000 Sq Metres,13
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20143,2014Q3,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20144,2014Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20151,2015Q1,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20152,2015Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20153,2015Q3,000 Sq Metres,16
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20154,2015Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20161,2016Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20162,2016Q2,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20163,2016Q3,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20164,2016Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20171,2017Q1,000 Sq Metres,3
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20172,2017Q2,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20173,2017Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,5,"Govt., Health and Education",Wexford,SouthCorkWest,20174,2017Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20091,2009Q1,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20092,2009Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20093,2009Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20094,2009Q4,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20101,2010Q1,000 Sq Metres,5
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20102,2010Q2,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20103,2010Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20104,2010Q4,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20111,2011Q1,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20112,2011Q2,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20113,2011Q3,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20114,2011Q4,000 Sq Metres,10
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20121,2012Q1,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20122,2012Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20123,2012Q3,000 Sq Metres,15
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20124,2012Q4,000 Sq Metres,11
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20131,2013Q1,000 Sq Metres,6
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20132,2013Q2,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20133,2013Q3,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20134,2013Q4,000 Sq Metres,4
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20141,2014Q1,000 Sq Metres,7
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20142,2014Q2,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20143,2014Q3,000 Sq Metres,9
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20144,2014Q4,000 Sq Metres,8
BHQ09,Total Floored Area for which Permission Granted in New Construction and Extensions,Extensions,6,Other Buildings for Social Use,Cork,State,20151,2015Q1,000 Sq Metres,4
